candidate_id,ci95,clusters,estimand,holm_family,holm_p,losses,mean_difference,metric,p_value,reference,rows,ties,wins
xprovence_six_probe_atoms-r1p1,"[-0.0486441169721011, 0.02170483998196979]",360,evaluation_row_mean_with_context_cluster_resampling,raw:legal_basis_correctness,0.7517524824751752,198,-0.013707224334600759,legal_basis_correctness,0.44774552254477457,raw,526,150,178
xprovence_six_probe_atoms-r1p1,"[-0.03661507899301485, 0.023358304297328682]",360,evaluation_row_mean_with_context_cluster_resampling,raw:overall_score,1.0,221,-0.006349809885931562,overall_score,0.6819731802681973,raw,526,93,212
xprovence_six_probe_atoms-r1p1,"[-0.00704153584510727, 0.08093380085966333]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:outcome_correctness,1.0,129,0.03652091254752852,outcome_correctness,0.10354896451035489,oracle_bgb_paragraph_ids,526,243,154
xprovence_six_probe_atoms-r1p1,"[0.0409022520312297, 0.12017726907169116]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:legal_reasoning_correctness,0.001119988800111999,171,0.07952471482889734,legal_reasoning_correctness,7.999920000799993e-05,oracle_bgb_paragraph_ids,526,119,236
xprovence_six_probe_atoms-r1p1,"[0.06910736846462723, 0.14631586437631078]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:legal_basis_correctness,0.00014999850001499987,161,0.10718631178707225,legal_basis_correctness,9.99990000099999e-06,oracle_bgb_paragraph_ids,526,117,248
xprovence_six_probe_atoms-r1p1,"[0.03548694664245996, 0.1128746972135518]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:overall_score,0.002799972000279997,195,0.07441064638783271,overall_score,0.0001999980000199998,oracle_bgb_paragraph_ids,526,63,268
xprovence_six_probe_atoms-r1p1,"[0.05289764030612245, 0.1402404483806501]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:outcome_correctness,0.00047999520004799953,122,0.09617870722433461,outcome_correctness,3.999960000399996e-05,no_context,526,206,198
xprovence_six_probe_atoms-r1p1,"[0.18416091081284086, 0.26551602818841735]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:legal_reasoning_correctness,0.00014999850001499987,109,0.22437262357414448,legal_reasoning_correctness,9.99990000099999e-06,no_context,526,98,319
xprovence_six_probe_atoms-r1p1,"[0.28101853589121956, 0.35879769276380474]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:legal_basis_correctness,0.00014999850001499987,78,0.32017110266159693,legal_basis_correctness,9.99990000099999e-06,no_context,526,94,354
xprovence_six_probe_atoms-r1p1,"[0.1771954906596388, 0.2506784607884764]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:overall_score,0.00014999850001499987,118,0.213574144486692,overall_score,9.99990000099999e-06,no_context,526,57,351
xprovence_six_probe_atoms-r1p25,"[-0.047789033282308276, 0.023711004887866514]",360,evaluation_row_mean_with_context_cluster_resampling,raw:outcome_correctness,1.0,130,-0.011692015209125476,outcome_correctness,0.5244247557524425,raw,526,281,115
xprovence_six_probe_atoms-r1p25,"[-0.07288287476280834, -0.006882976190476213]",360,evaluation_row_mean_with_context_cluster_resampling,raw:legal_reasoning_correctness,0.2001979980200198,207,-0.03960076045627377,legal_reasoning_correctness,0.02001979980200198,raw,526,156,163
xprovence_six_probe_atoms-r1p25,"[-0.09271379543915105, -0.01809493026570297]",360,evaluation_row_mean_with_context_cluster_resampling,raw:legal_basis_correctness,0.030399696003039968,213,-0.05577946768060837,legal_basis_correctness,0.003799962000379996,raw,526,156,157
xprovence_six_probe_atoms-r1p25,"[-0.06741654670683926, -0.004580065701068861]",360,evaluation_row_mean_with_context_cluster_resampling,raw:overall_score,0.24182758172418276,239,-0.035690747782002534,overall_score,0.027119728802711972,raw,526,103,184
xprovence_six_probe_atoms-r1p25,"[-0.010305769168449027, 0.07013117437337943]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:outcome_correctness,1.0,126,0.029581749049429656,outcome_correctness,0.14941850581494184,oracle_bgb_paragraph_ids,526,249,151
xprovence_six_probe_atoms-r1p25,"[0.0038084559564603884, 0.07936776928688453]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:legal_reasoning_correctness,0.1950180498195018,195,0.04051330798479087,legal_reasoning_correctness,0.030739692603073968,oracle_bgb_paragraph_ids,526,119,212
xprovence_six_probe_atoms-r1p25,"[0.025294643624487932, 0.10550641466208474]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:legal_basis_correctness,0.007979920200797993,185,0.06511406844106464,legal_basis_correctness,0.0011399886001139988,oracle_bgb_paragraph_ids,526,121,220
xprovence_six_probe_atoms-r1p25,"[0.00959186189010487, 0.08164223291692266]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:overall_score,0.0963890361096389,211,0.045069708491761715,overall_score,0.013769862301376987,oracle_bgb_paragraph_ids,526,73,242
xprovence_six_probe_atoms-r1p25,"[0.04581337893344472, 0.13206520819034548]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:outcome_correctness,0.00029999700002999975,116,0.08923954372623574,outcome_correctness,1.999980000199998e-05,no_context,526,216,194
xprovence_six_probe_atoms-r1p25,"[0.14569176367710557, 0.22548336422559054]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:legal_reasoning_correctness,0.00014999850001499987,120,0.18536121673003803,legal_reasoning_correctness,9.99990000099999e-06,no_context,526,116,290
xprovence_six_probe_atoms-r1p25,"[0.23828449061040638, 0.31807395645319747]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:legal_basis_correctness,0.00014999850001499987,87,0.27809885931558936,legal_basis_correctness,9.99990000099999e-06,no_context,526,105,334
xprovence_six_probe_atoms-r1p25,"[0.14675260718602948, 0.2218424131402064]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:overall_score,0.00014999850001499987,134,0.18423320659062103,overall_score,9.99990000099999e-06,no_context,526,68,324
xprovence_six_probe_atoms-r2p0,"[-0.08507221213311081, 0.0006043374417644448]",360,evaluation_row_mean_with_context_cluster_resampling,raw:outcome_correctness,0.6659733402665973,153,-0.04209125475285171,outcome_correctness,0.04756952430475695,raw,526,255,118
xprovence_six_probe_atoms-r2p0,"[-0.11702044526143791, -0.03711734535525226]",360,evaluation_row_mean_with_context_cluster_resampling,raw:legal_reasoning_correctness,0.0006999930000699992,240,-0.07720532319391635,legal_reasoning_correctness,4.999950000499995e-05,raw,526,130,156
xprovence_six_probe_atoms-r2p0,"[-0.14666197725813154, -0.06204651493598863]",360,evaluation_row_mean_with_context_cluster_resampling,raw:legal_basis_correctness,0.00014999850001499987,241,-0.1044106463878327,legal_basis_correctness,9.99990000099999e-06,raw,526,144,141
xprovence_six_probe_atoms-r2p0,"[-0.1125614736511171, -0.03705595614912501]",360,evaluation_row_mean_with_context_cluster_resampling,raw:overall_score,0.0008399916000839992,263,-0.07456907477820024,overall_score,5.999940000599994e-05,raw,526,87,176
xprovence_six_probe_atoms-r2p0,"[-0.0452365534079497, 0.043456275303643724]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:outcome_correctness,1.0,163,-0.0008174904942965748,outcome_correctness,0.971660283397166,oracle_bgb_paragraph_ids,526,217,146
xprovence_six_probe_atoms-r2p0,"[-0.03802606682769726, 0.0441654965496549]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:legal_reasoning_correctness,0.8890311096889031,211,0.002908745247148286,legal_reasoning_correctness,0.8890311096889031,oracle_bgb_paragraph_ids,526,115,200
xprovence_six_probe_atoms-r2p0,"[-0.027244110932255993, 0.06054840347870243]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:legal_basis_correctness,0.4639753602463975,192,0.01648288973384031,legal_basis_correctness,0.4639753602463975,oracle_bgb_paragraph_ids,526,128,206
xprovence_six_probe_atoms-r2p0,"[-0.033160674042587095, 0.04659923839849297]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:overall_score,0.7628423715762842,228,0.006191381495564006,overall_score,0.7628423715762842,oracle_bgb_paragraph_ids,526,77,221
xprovence_six_probe_atoms-r2p0,"[0.01491546823669037, 0.10320867336945876]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:outcome_correctness,0.021679783202167978,131,0.05884030418250951,outcome_correctness,0.010839891601083989,no_context,526,209,186
xprovence_six_probe_atoms-r2p0,"[0.1059996212121212, 0.18870770780756813]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:legal_reasoning_correctness,0.00014999850001499987,132,0.14775665399239543,legal_reasoning_correctness,9.99990000099999e-06,no_context,526,117,277
xprovence_six_probe_atoms-r2p0,"[0.1876569676613029, 0.2714812815408295]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:legal_basis_correctness,0.00014999850001499987,102,0.22946768060836503,legal_basis_correctness,9.99990000099999e-06,no_context,526,121,303
xprovence_six_probe_atoms-r2p0,"[0.1063478156037101, 0.18345081720488954]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:overall_score,0.00014999850001499987,147,0.1453548795944233,overall_score,9.99990000099999e-06,no_context,526,75,304
multi_probe_bge-r1p1,"[-0.06701519393608305, 0.0036490628660679402]",360,evaluation_row_mean_with_context_cluster_resampling,raw:outcome_correctness,1.0,125,-0.03197718631178707,outcome_correctness,0.07732922670773293,raw,526,289,112
multi_probe_bge-r1p1,"[-0.07506370244022373, -0.008955764920145699]",360,evaluation_row_mean_with_context_cluster_resampling,raw:legal_reasoning_correctness,0.16708832911670884,206,-0.041425855513307984,legal_reasoning_correctness,0.015189848101518985,raw,526,155,165
multi_probe_bge-r1p1,"[-0.09973386550869918, -0.02536650309366333]",360,evaluation_row_mean_with_context_cluster_resampling,raw:legal_basis_correctness,0.01121988780112199,212,-0.06239543726235741,legal_basis_correctness,0.001019989800101999,raw,526,151,163
multi_probe_bge-r1p1,"[-0.07706628895251474, -0.013773765961187663]",360,evaluation_row_mean_with_context_cluster_resampling,raw:overall_score,0.06335936640633594,227,-0.045266159695817494,overall_score,0.0052799472005279945,raw,526,107,192
multi_probe_bge-r1p1,"[-0.03451071092194736, 0.0546601982922201]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:outcome_correctness,1.0,137,0.009296577946768058,outcome_correctness,0.6822031779682203,oracle_bgb_paragraph_ids,526,238,151
multi_probe_bge-r1p1,"[0.000608965429588208, 0.07801242483894057]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:legal_reasoning_correctness,0.2053579464205358,188,0.03868821292775665,legal_reasoning_correctness,0.05133948660513395,oracle_bgb_paragraph_ids,526,115,223
multi_probe_bge-r1p1,"[0.01890855969364472, 0.10089052200090429]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:legal_basis_correctness,0.022049779502204978,173,0.058498098859315596,legal_basis_correctness,0.004409955900440995,oracle_bgb_paragraph_ids,526,127,226
multi_probe_bge-r1p1,"[-0.0027964702932516522, 0.07607949725248239]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:overall_score,0.2167478325216748,214,0.03549429657794677,overall_score,0.07224927750722493,oracle_bgb_paragraph_ids,526,71,241
multi_probe_bge-r1p1,"[0.02536808789712049, 0.11344820673323902]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:outcome_correctness,0.005699943000569994,120,0.06895437262357414,outcome_correctness,0.001899981000189998,no_context,526,214,192
multi_probe_bge-r1p1,"[0.14512613008607558, 0.22289625496193136]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:legal_reasoning_correctness,0.00014999850001499987,106,0.1835361216730038,legal_reasoning_correctness,9.99990000099999e-06,no_context,526,125,295
multi_probe_bge-r1p1,"[0.23076838966202784, 0.312040155287205]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:legal_basis_correctness,0.00014999850001499987,74,0.2714828897338403,legal_basis_correctness,9.99990000099999e-06,no_context,526,130,322
multi_probe_bge-r1p1,"[0.13657739943972477, 0.21330117039445978]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:overall_score,0.00014999850001499987,124,0.1746577946768061,overall_score,9.99990000099999e-06,no_context,526,72,330
multi_probe_bge-r1p25,"[-0.04767220650977818, 0.02808161271736854]",360,evaluation_row_mean_with_context_cluster_resampling,raw:outcome_correctness,1.0,121,-0.009752851711026612,outcome_correctness,0.6213737862621374,raw,526,284,121
multi_probe_bge-r1p25,"[-0.05775382601203286, 0.012077489901762077]",360,evaluation_row_mean_with_context_cluster_resampling,raw:legal_reasoning_correctness,1.0,189,-0.022528517110266162,legal_reasoning_correctness,0.2065679343206568,raw,526,142,195
multi_probe_bge-r1p25,"[-0.08043429187634796, -0.008501954703475199]",360,evaluation_row_mean_with_context_cluster_resampling,raw:legal_basis_correctness,0.0971990280097199,205,-0.04422053231939164,legal_basis_correctness,0.016199838001619983,raw,526,151,170
multi_probe_bge-r1p25,"[-0.05877367924839023, 0.006925259883284693]",360,evaluation_row_mean_with_context_cluster_resampling,raw:overall_score,0.7511924880751193,227,-0.025500633713561472,overall_score,0.12519874801251987,raw,526,86,213
multi_probe_bge-r1p25,"[-0.009738006794785209, 0.07451699826154143]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:outcome_correctness,1.0,123,0.031520912547528514,outcome_correctness,0.14083859161408385,oracle_bgb_paragraph_ids,526,249,154
multi_probe_bge-r1p25,"[0.022200653421340675, 0.09500168593448938]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:legal_reasoning_correctness,0.016299837001629982,177,0.05758555133079848,legal_reasoning_correctness,0.0016299837001629983,oracle_bgb_paragraph_ids,526,118,231
multi_probe_bge-r1p25,"[0.037483065604535314, 0.1164444291065783]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:legal_basis_correctness,0.002159978400215998,185,0.07667300380228137,legal_basis_correctness,0.00023999760002399976,oracle_bgb_paragraph_ids,526,116,225
multi_probe_bge-r1p25,"[0.018952873722257416, 0.09232710353221364]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:overall_score,0.030699693003069968,200,0.05525982256020279,overall_score,0.003089969100308997,oracle_bgb_paragraph_ids,526,68,258
multi_probe_bge-r1p25,"[0.0484739332096475, 0.13395345865618974]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:outcome_correctness,0.0005499945000549994,113,0.0911787072243346,outcome_correctness,4.999950000499995e-05,no_context,526,219,194
multi_probe_bge-r1p25,"[0.16377749060150376, 0.24162456001805055]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:legal_reasoning_correctness,0.00014999850001499987,102,0.20243346007604562,legal_reasoning_correctness,9.99990000099999e-06,no_context,526,106,318
multi_probe_bge-r1p25,"[0.2511240254706533, 0.32929618169252484]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:legal_basis_correctness,0.00014999850001499987,81,0.28965779467680614,legal_basis_correctness,9.99990000099999e-06,no_context,526,94,351
multi_probe_bge-r1p25,"[0.15811692595957305, 0.23073012392419495]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:overall_score,0.00014999850001499987,118,0.1944233206590621,overall_score,9.99990000099999e-06,no_context,526,63,345
multi_probe_bge-r2p0,"[-0.06436779629282906, 0.014567721495186509]",360,evaluation_row_mean_with_context_cluster_resampling,raw:outcome_correctness,1.0,134,-0.023935361216730042,outcome_correctness,0.23510764892351077,raw,526,269,123
multi_probe_bge-r2p0,"[-0.0961611461832503, -0.022150608473030797]",360,evaluation_row_mean_with_context_cluster_resampling,raw:legal_reasoning_correctness,0.02222977770222298,218,-0.05863117870722433,legal_reasoning_correctness,0.0017099829001709984,raw,526,143,165
multi_probe_bge-r2p0,"[-0.13053455825788507, -0.054949592098042795]",360,evaluation_row_mean_with_context_cluster_resampling,raw:legal_basis_correctness,0.00014999850001499987,246,-0.09296577946768061,legal_basis_correctness,9.99990000099999e-06,raw,526,130,150
multi_probe_bge-r2p0,"[-0.09372351318547942, -0.023929434354977883]",360,evaluation_row_mean_with_context_cluster_resampling,raw:overall_score,0.012089879101208989,253,-0.05851077313054499,overall_score,0.0009299907000929991,raw,526,83,190
multi_probe_bge-r2p0,"[-0.02662978355400847, 0.06175334005344086]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:outcome_correctness,1.0,139,0.017338403041825098,outcome_correctness,0.43917560824391755,oracle_bgb_paragraph_ids,526,233,154
multi_probe_bge-r2p0,"[-0.015805030807773037, 0.05940425963934102]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:legal_reasoning_correctness,0.5199548004519955,192,0.021482889733840306,legal_reasoning_correctness,0.25997740022599775,oracle_bgb_paragraph_ids,526,130,204
multi_probe_bge-r2p0,"[-0.01060799751381598, 0.06658486167050245]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:legal_basis_correctness,0.31241687583124167,194,0.027927756653992393,legal_basis_correctness,0.15620843791562083,oracle_bgb_paragraph_ids,526,120,212
multi_probe_bge-r2p0,"[-0.014430970105558999, 0.06039423585115416]",360,evaluation_row_mean_with_context_cluster_resampling,oracle_bgb_paragraph_ids:overall_score,0.4903550964490355,216,0.02224968314321927,overall_score,0.24517754822451776,oracle_bgb_paragraph_ids,526,74,236
multi_probe_bge-r2p0,"[0.03330525915022794, 0.120813734494713]",360,evaluation_row_mean_with_context_cluster_resampling,no_context:outcome_correctness,0.003359966400335997,129,0.07699619771863118,outcome_correctness,0.0008399916000839992,no_context,526,206,191
